study,year,sse_model,model_no,trait_level_1,trait_level_2,trait_level_3,trait_level_4,trait_level_5,trait_level_6,character_state,putative_ancestral_state,clade,level,order,family,div_inc,sp_inc,ext_inc,no_markers,no_plastid,no_nuclear,no_mito,age,age_inferred,tips,perc_sampling,sampling_per_state,samples_per_state,transition_direction,transition_rate,div_rate
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Iteroparity,0,Picris,Genus,Asterales,Asteraceae,1,0,0,4,3,1,0,11.426,1,44,0.9,,24,Semelparity TO Iteroparity,0.214,0.668
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Semelparity,1,Picris,Genus,Asterales,Asteraceae,0,0,1,4,3,1,0,11.426,1,44,0.9,,30,Iteroparity TO Semelparity,0.907,-0.766
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,2,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Predictable,0,Picris,Genus,Asterales,Asteraceae,1,0,0,4,3,1,0,11.426,1,44,0.9,,20,Unpredictable TO Predictable,0.089,1.181
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,2,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Unpredictable,1,Picris,Genus,Asterales,Asteraceae,0,0,1,4,3,1,0,11.426,1,44,0.9,,27,Predictable TO Unpredictable,1.398,-1.03
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Heterocarpy,0,Picris,Genus,Asterales,Asteraceae,0,0,0,4,3,1,0,11.426,1,44,0.9,,20,Homocarpy TO Heterocarpy,0.49,-0.789
Slovák_et_al_2018_Diversification_dynamics_and_transoceanic_Eurasian.txt,2018,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Homocarpy,1,Picris,Genus,Asterales,Asteraceae,1,1,0,4,3,1,0,11.426,1,44,0.9,,30,Heterocarpy TO Homocarpy,0,0.411
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anthocyanin pigmentation,1,Loeselieae,Tribe,Ericales,Polemoniaceae,0,0,0,2,1,1,0,64.68,1,59,0.6020408163,0.6024096386,50,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Other pigmentation,0,Loeselieae,Tribe,Ericales,Polemoniaceae,0,0,0,2,1,1,0,64.68,1,59,0.6020408163,0.6,9,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anthocyanin pigmentation,1,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,0,2,1,1,0,19.182,1,52,0.5977011494,0.5555555556,40,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Other pigmentation,0,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,0,2,1,1,0,19.182,1,52,0.5977011494,0.8,12,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anthocyanin pigmentation,1,Ipomoea subgenus Quamoclit,Genus,Solanales,Convolvulaceae,0,0,0,1,0,1,0,19.04,1,43,0.4942528736,0.4594594595,34,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Other pigmentation,0,Ipomoea subgenus Quamoclit,Genus,Solanales,Convolvulaceae,0,0,0,1,0,1,0,19.04,1,43,0.4942528736,0.6923076923,9,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anthocyanin pigmentation,1,Iochrominae,Tribe,Solanales,Solanaceae,0,0,0,3,0,3,0,5.67,1,33,0.9428571429,0.9230769231,24,,,
Smith_and_Goldberg_2015_Tempo_and_mode_of_flower_color_evolution.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Other pigmentation,0,Iochrominae,Tribe,Solanales,Solanaceae,0,0,0,3,0,3,0,5.67,1,33,0.9428571429,1,9,,,
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Annual,0,Saxifragales,Order,Saxifragales,Multiple,1,0,0,51,,,,112.2117,1,950,0.4,,43,Perennial TO Annual,0.001,0.103
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Perennial,1,Saxifragales,Order,Saxifragales,Multiple,0,1,1,51,,,,112.2117,1,950,0.4,,907,Annual TO Perennial,0.101,0.027
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,MuSSE,2,Intrinsic,Vegetative,Growth,Combination,Combination,Combination,Herbaceous annual,0,Saxifragales,Order,Saxifragales,Multiple,1,0,0,51,,,,112.2117,1,950,0.4,,42,,,0.056
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,MuSSE,2,Intrinsic,Vegetative,Growth,Combination,Combination,Combination,Herbaceous perennial,0,Saxifragales,Order,Saxifragales,Multiple,0,1,1,51,,,,112.2117,1,950,0.4,,606,,,0.046
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,MuSSE,2,Intrinsic,Vegetative,Growth,Combination,Combination,Combination,Woody perennial,1,Saxifragales,Order,Saxifragales,Multiple,0,0,0,51,,,,112.2117,1,950,0.4,,298,,,0.026
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,BiSSE,3,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Herbaceous,0,Saxifragales,Order,Saxifragales,Multiple,1,1,1,51,,,,112.2117,1,950,0.4,,651,Woody TO Herbaceous,0.006,0.042
Soltis_et_al_2013_Phylogenetic_relationships_and_character_evolution.txt,2013,BiSSE,3,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Woody,1,Saxifragales,Order,Saxifragales,Multiple,0,0,0,51,,,,112.2117,1,950,0.4,,299,Herbaceous TO Woody,0.005,0.025
Spriggs_et_al_2014_C4_photosynthesis_promoted_species_diversification.txt,2014,BiSSE,1,Intrinsic,Vegetative,Physiology,Photosynthesis,Photosynthesis,Photosynthesis,C3,1,PACMAD,Family,Poales,Poaceae,0,0,1,35,,,,39.9,1,1774,0.2966,0.4237,,C4 TO C3,0.0083,0.1503
Spriggs_et_al_2014_C4_photosynthesis_promoted_species_diversification.txt,2014,BiSSE,1,Intrinsic,Vegetative,Physiology,Photosynthesis,Photosynthesis,Photosynthesis,C4,0,PACMAD,Family,Poales,Poaceae,1,0,0,35,,,,39.9,1,1774,0.2966,0.2737,,C3 TO C4,0,0.2339
Spriggs_et_al_2014_C4_photosynthesis_promoted_species_diversification.txt,2014,BiSSE,2,Intrinsic,Vegetative,Physiology,Photosynthesis,Photosynthesis,Photosynthesis,C3,1,Poaceae,Family,Poales,Poaceae,0,0,1,35,,,,57.8,1,3595,0.2973,0.3173,2254,C4 TO C3,0.0014,0.0771
Spriggs_et_al_2014_C4_photosynthesis_promoted_species_diversification.txt,2014,BiSSE,2,Intrinsic,Vegetative,Physiology,Photosynthesis,Photosynthesis,Photosynthesis,C4,0,Poaceae,Family,Poales,Poaceae,1,0,0,35,,,,57.8,1,3595,0.2973,0.2737,1341,C3 TO C4,0.0003,0.1483
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,1,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Lowland tropical,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,22,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,1,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Temperate or cloud forest,0,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,143,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Extrafloral nectaries,0,Viburnum,Genus,Dipsacales,Adoxaceae,1,,,10,9,1,0,55,1,165,0.8363636364,,103,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Non-extrafloral nectaries,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,62,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Inflorescence,Inflorescence,Non-sterile marginal flowers,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,156,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Inflorescence,Inflorescence,Sterile marginal flowers,0,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,9,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Non-tubular corollas,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,135,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Tubular corollas,0,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,30,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitColor,FruitColor,Non-purple fruit,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,86,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitColor,FruitColor,Purple fruit,0,Viburnum,Genus,Dipsacales,Adoxaceae,1,,,10,9,1,0,55,1,165,0.8363636364,,52,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,6,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitColor,FruitColor,Non-red fruit,1,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,86,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,6,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitColor,FruitColor,Red fruit,0,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,52,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,7,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Bud scales,,Viburnum,Genus,Dipsacales,Adoxaceae,1,,,10,9,1,0,55,1,165,0.8363636364,,131,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,7,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Non-bud scales,,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,34,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,8,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Leaf teeth,,Viburnum,Genus,Dipsacales,Adoxaceae,1,,,10,9,1,0,55,1,165,0.8363636364,,96,,,
Spriggs_et_al_2015_Temperate_radiations_and_dying_embers_of_a_tropica.txt,2015,BiSSE,8,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Non-leaf teeth,,Viburnum,Genus,Dipsacales,Adoxaceae,0,,,10,9,1,0,55,1,165,0.8363636364,,69,,,
Staggemeier_et_al_2015_Phylogenetic_analysis_in_Myrcia_section_Aulomyrcia.txt,2015,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Endemic to refugium,,Myrcia section Aulomyrcia,Genus,Myrtales,Myrtaceae,0,0,0,5,4,1,0,27.9,1,31,0.6,,25,,,
Staggemeier_et_al_2015_Phylogenetic_analysis_in_Myrcia_section_Aulomyrcia.txt,2015,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Endemic to unstable areas,,Myrcia section Aulomyrcia,Genus,Myrtales,Myrtaceae,1,1,1,5,4,1,0,27.9,1,31,0.6,,21,,,
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,FiSSE,1,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Non-tropical,,Rosids,CAO,Multiple,Multiple,1,1,,5,3,1,1,117.9278,1,17636,0.1540571469,,11476,,,0.5047
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,FiSSE,1,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Tropical,,Rosids,CAO,Multiple,Multiple,0,0,,5,3,1,1,117.9278,1,17636,0.1540571469,,6160,,,0.2552
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,FiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-tropical,,Rosids,CAO,Multiple,Multiple,1,1,,5,3,1,1,117.9278,1,18269,0.1595866419,,9399,,,0.5552
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,FiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Tropical,,Rosids,CAO,Multiple,Multiple,0,0,,5,3,1,1,117.9278,1,18269,0.1595866419,,8870,,,0.3089
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,HiSSE,3,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Non-tropical,,Rosids,CAO,Multiple,Multiple,1,1,0,5,3,1,1,117.9278,1,17636,0.1540571469,,11476,,,
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,HiSSE,3,Extrinsic,Biogeography,Biome,Biome,Biome,Biome,Tropical,,Rosids,CAO,Multiple,Multiple,0,0,0,5,3,1,1,117.9278,1,17636,0.1540571469,,6160,,,
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,HiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-tropical,,Rosids,CAO,Multiple,Multiple,1,1,0,5,3,1,1,117.9278,1,18269,0.1595866419,,9399,,,
Sun_et_al_2020_Recent_accelerated_diversification_in_rosids_occurred_outside_the_tropics,2020,HiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Tropical,,Rosids,CAO,Multiple,Multiple,0,0,0,5,3,1,1,117.9278,1,18269,0.1595866419,,8870,,,
Toon_et_al_2014_Evolutionary_consequences_of_shifts_to_bird_pollin.txt,2014,BiSSE,1,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Bee pollination,1,"Mirbelieae,Bossiaeeae",Tribe,Fabales,Fabaceae,0,0,0,3,2,1,0,51,1,350,0.5,,312,,,
Toon_et_al_2014_Evolutionary_consequences_of_shifts_to_bird_pollin.txt,2014,BiSSE,1,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Bird pollination,0,"Mirbelieae,Bossiaeeae",Tribe,Fabales,Fabaceae,0,0,0,3,2,1,0,51,1,350,0.5,,38,,,
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,New world,,Ruellia,Genus,Lamiales,Acanthaceae,1,1,0,5,3,2,0,13.8,1,173,0.43,,146,Old World TO New World,0.00532,0.384
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Old World,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,27,New World TO Old World,0.00532,0.163
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,2,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Seasonally dry forest,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,113,Wet forest TO Seasonally dry forest,0.166,0.314
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,2,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Wet habitat,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,60,Seasonally dry forest TO Wet forest,0.0513,0.314
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Bee pollination,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,108,Non-bee TO Bee,0.246,0.313
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Non-bee,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,65,Bee TO Non-bee,0.139,0.313
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,4,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Bird pollination,,Ruellia,Genus,Lamiales,Acanthaceae,1,1,0,5,3,2,0,13.8,1,173,0.43,,46,Non-birdTO Bird,0.0276,0.444
Tripp_and_Tsai_2017_Disentangling_geographical_biotic_and_abiotic_dr.txt,2017,BiSSE,4,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Non-bird pollination,,Ruellia,Genus,Lamiales,Acanthaceae,0,0,0,5,3,2,0,13.8,1,173,0.43,,127,Bird TO non-bird,0.285,0.222
Uzma_et_al_2019_Timing_and_ecological_priority_shaped_the_diversif.txt,2019,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Himalayan,0,Carex,Genus,Poales,Cyperaceae,0,0,0,3,1,2,0,42.2,1,966,0.46,,128,,0.009,0.16
Uzma_et_al_2019_Timing_and_ecological_priority_shaped_the_diversif.txt,2019,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-himalayan,1,Carex,Genus,Poales,Cyperaceae,1,1,1,3,1,2,0,42.2,1,966,0.46,,915,,0.28,0.22
Valente_et_al_2010_Diversification_of_the_African_genus_Protea_Prote.txt,2010,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Cape,0,Protea,Genus,Proteales,Proteaceae,0,0,0,5,3,2,0,17.7,1,87,0.7909090909,1,70,,,
Valente_et_al_2010_Diversification_of_the_African_genus_Protea_Prote.txt,2010,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-cape,1,Protea,Genus,Proteales,Proteaceae,0,0,0,5,3,2,0,17.7,1,87,0.7909090909,0.425,17,,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Cape,1,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.8962264151,95,Other TO Cape,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-cape,0,Gladiolus,Genus,Asparagales,Iridaceae,1,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.3850931677,62,Cape TO Other,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Southern Africa,1,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.2142857143,21,Southern Africa TO Other,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Southern Africa,0,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.8047337278,136,Other TO Southern Africa,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Summer rainfall Southern Africa,1,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.568627451,116,Summer rainfall Southern Africa TO Other,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Summer rainfall Southern Africa,0,Gladiolus,Genus,Asparagales,Iridaceae,1,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.6507936508,41,Other TO Summer rainfall Southern Africa,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Mediterranean Basin + Middle East,1,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,0.5769230769,150,The Mediterranean Basin + Middle East TO Other,,
Valente_et_al_2011_Explaining_disparities_in_species_richness_between.txt,2011,BiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,The Mediterranean Basin + Middle East,0,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,150,0.5660377358,1,7,Other TO The Mediterranean Basin + Middle East,,
Valente_et_al_2012_Did_pollination_shifts_drive_diversification_in_so.txt,2012,BiSSE,1,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Long-tongued bee (generalized),1,Gladiolus,Genus,Asparagales,Iridaceae,0,0,0,5,5,0,0,20.1,1,148,0.558490566,,80,Other TO long-tongued bee,1.034,-0.102
Valente_et_al_2012_Did_pollination_shifts_drive_diversification_in_so.txt,2012,BiSSE,1,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Other pollinators (specialized),0,Gladiolus,Genus,Asparagales,Iridaceae,1,1,0,5,5,0,0,20.1,1,148,0.558490566,,68,Long-tongued bee TO other,0.543,0.576
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,campo rupestre,0,Calliandra,Genus,Fabales,Fabaceae,0,0,0,2,1,1,0,18.7,1,95,0.6737588652,1,33,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-campo rupestre,1,Calliandra,Genus,Fabales,Fabaceae,0,0,0,2,1,1,0,18.7,1,95,0.6737588652,0.6,67,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,campo rupestre,0,Cattleya,Genus,Asparagales,Orchidaceae,1,1,0,4,3,1,0,6.69,1,93,0.8157894737,0.93,34,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-campo rupestre,1,Cattleya,Genus,Asparagales,Orchidaceae,0,0,0,4,3,1,0,6.69,1,93,0.8157894737,0.3,62,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,campo rupestre,,Chamaecrista,Genus,Fabales,Fabaceae,0,0,0,4,2,2,0,33.8,1,116,0.3411764706,0.9,95,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-campo rupestre,,Chamaecrista,Genus,Fabales,Fabaceae,1,1,0,4,2,2,0,33.8,1,116,0.3411764706,0.11,56,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,campo rupestre,0,Diplusodon,Genus,Myrtales,Lythraceae,1,1,0,2,0,2,0,9.905,1,80,0.7766990291,0.84,78,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,4,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-campo rupestre,1,Diplusodon,Genus,Myrtales,Lythraceae,0,0,0,2,0,2,0,9.905,1,80,0.7766990291,0.4,13,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,5,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,campo rupestre,0,Dyckia,Genus,Poales,Bromeliaceae,0,0,0,7,6,1,0,3.26,1,79,0.4702380952,0.72,32,,,
Vasconcelos_etal_2020_Endemic_flora_mountains,2020,GeoHiSSE,5,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-campo rupestre,1,Dyckia,Genus,Poales,Bromeliaceae,0,0,0,7,6,1,0,3.26,1,79,0.4702380952,0.33,51,,,
